Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
2011-02-03,270.2850646972656,273.35411287392253,267.562781415836,268.880564215809,6049408
2011-02-04,264.24224853515625,270.81384733537146,262.37827382288395,268.67244806194196,6959880
2011-02-07,267.6711120605469,269.9642303154471,265.37799380564667,266.5830667223663,7341128
2011-02-08,268.4644470214844,270.49313708315117,266.33170420494884,268.7592067172335,6023992
2011-02-09,271.4207458496094,273.93494451201786,265.97620106468315,267.45871977690376,7504144
2011-02-10,264.7017822265625,269.9729343101624,263.6440890292883,269.2490099793871,8252152
2011-02-11,263.63104248046875,266.04552714083115,261.85376435189045,262.70771211886705,11214152
2011-02-14,269.1536560058594,270.3457330256766,263.6007402730462,263.90417805990876,6979048
2011-02-15,269.3270568847656,271.27338936977054,266.518077161885,268.75919049098394,4599952
2011-02-16,269.019287109375,270.8139007437471,267.1206418898196,267.22033441600746,2920384
2011-02-17,269.9166259765625,271.18672156089394,268.9499470539214,270.36310459963164,3392984
2011-02-18,268.78521728515625,272.66054738196726,267.8142205229385,270.92661703295636,7102304
2011-02-21,274.4161682128906,275.5042138049604,266.6785035693394,268.7592201121431,9398952
2011-02-22,272.3874816894531,274.5678907959411,269.9729750358575,272.244419725538,6085648
2011-02-23,266.9212646484375,269.2707277696075,266.16267005683267,269.2707277696075,7076384
2011-02-24,260.8524169921875,267.0252031699008,259.65600113436784,264.42430833383037,16486520
2011-02-25,260.722412109375,263.78712096005927,257.14184210443,262.10087811677636,10366720
2011-02-28,259.8381042480469,271.77620878300337,257.26320111023324,261.99683876145906,14514472
2011-03-01,267.2333679199219,269.4528074905489,260.7831547398877,262.69047834503317,8377632
2011-03-03,262.3523254394531,265.2046322396475,260.1762345051265,265.126613844706,12571856
2011-03-04,265.48211669921875,267.89228452787665,264.2510301750705,265.89826428705425,9770912
2011-03-07,263.7915344238281,266.59183664851975,262.3003583024704,263.2106718910263,7357728
2011-03-08,270.17236328125,271.53349438064487,261.84081943485063,262.712123673994,8514512
2011-03-09,268.3690185546875,271.60280227171086,266.24495428248923,270.4930828268858,6676440
2011-03-10,267.9139404296875,268.75923156121064,265.5081118245831,268.32574892966034,3438200
2011-03-11,264.762451171875,266.9385419386424,263.99086073503287,265.98488037276877,7278272
2011-03-14,268.8284912109375,269.4527017307545,262.7467194937486,263.1238577068339,3557952
2011-03-15,262.70343017578125,265.19595492239915,260.60971785507854,262.8638271911504,9037824
2011-03-16,262.7684326171875,265.41701511928113,261.82778822301856,262.2569316962026,5594720
2011-03-17,258.24285888671875,260.0028020602004,257.575300073643,258.7110326838088,8321376
2011-03-18,254.9830780029297,259.6386756989494,254.24615777204326,258.3685593072099,7468000
2011-03-21,253.3531951904297,256.3615596141554,251.79699719333135,255.87605073043954,6607096
2011-03-22,255.15216064453125,256.33989856411586,253.50058794334143,254.4672455355615,5119744
2011-03-23,259.51300048828125,259.9854922232892,253.76067872045797,254.43257665694023,7266720
2011-03-24,260.3323059082031,261.1472447028842,258.24725043770184,259.4783367478945,8189232
2011-03-25,274.2254638671875,276.1284484703554,263.561790660954,263.9042377217463,12662792
2011-03-28,272.1880798339844,273.7486172870632,269.60451915065846,272.14039251191156,12056632
2011-03-29,275.118408203125,276.4491870757394,271.2690700434972,271.5334986607983,9860592
2011-03-30,274.9059143066406,277.73222857977584,273.6704892224322,275.0012889199466,5608128
2011-03-31,281.0093994140625,283.06410244822285,274.2990769044268,275.8682921869051,18839928
2011-04-01,279.00238037109375,282.3055260482802,278.12241921316945,280.4719032284654,5588288
2011-04-04,284.6376647949219,285.7517235184211,279.24948466408813,279.5962707363192,7375992
2011-04-05,284.6463623046875,285.49165341333617,280.12514704642416,284.1001699704858,4302536
2011-04-06,283.94403076171875,286.011750733171,281.9413543307749,284.2778207499448,6766920
2011-04-07,281.40826416015625,282.7954086692372,280.6973568324814,282.7954086692372,3800288
2011-04-08,279.7956848144531,283.03378715511354,278.0747504162459,281.0701194324451,4832928
2011-04-11,281.0354309082031,282.7866962743466,275.78161364363154,277.0213780387912,8000064
2011-04-13,286.6360778808594,287.58108280577346,277.08212402051515,278.38257203688175,11068904
2011-04-15,259.17926025390625,285.97716447031604,258.13890195885796,285.76474105216204,81019736
2011-04-18,251.94874572753906,257.22855492021347,249.68595826431235,253.0671222824749,41086712
2011-04-19,250.3232421875,253.76075124300453,249.77271073833143,251.94012405608854,19210632
2011-04-20,252.05276489257812,253.83870027860348,250.63960756240542,253.0671098148258,17949856
2011-04-21,252.286865234375,254.93110901088647,251.51527469719397,253.04112070133183,23953696
2011-04-25,255.00050354003906,256.9641714443354,252.06147852385928,252.72038060699404,15527240
2011-04-26,255.0915069580078,256.18387037978795,253.15383132371366,254.4542790873629,18230880
2011-04-27,256.02783203125,257.0248420597699,255.10452251477378,255.32126382532158,9981328
2011-04-28,253.9470672607422,256.44826997629065,253.24049918889284,255.66800140638307,23419304
2011-04-29,251.9617462158203,253.9340919281334,250.3751957612589,252.2868581464214,16254336
2011-05-02,253.3749237060547,255.23455986313323,252.28687812558346,253.07148588013044,13468184
2011-05-03,252.3779296875,256.37462689092115,251.41558976931782,253.15385937255343,13234040
2011-05-04,248.7973175048828,251.85336957981866,246.4565116602511,251.5065835287621,16924400
2011-05-05,246.95498657226562,249.59055177328335,245.9579767967413,248.58488504722,12661232
2011-05-06,250.81300354003906,252.28684421068567,246.91166058832744,247.7699475712479,11930664
2011-05-09,252.1610870361328,252.89366816320015,248.6021917922442,252.28679271680232,4938200
2011-05-10,249.6902618408203,253.5785872094699,248.99235077481512,252.0874116260795,4873368
2011-05-11,251.9443817138672,253.50057973998716,249.68159447476677,249.85932654262757,6410072
2011-05-12,249.79429626464844,252.20012419396522,248.99235362154283,251.23778455578324,4996480
2011-05-13,249.54293823242188,252.460267680612,248.92738447045232,249.96340365713564,8282336
2011-05-16,247.1197509765625,249.33919034455656,246.42186092676656,249.33919034455656,6469368
2011-05-17,246.57781982421875,249.45182124033073,244.8265549150056,246.94627991606882,7570472
2011-05-18,246.43482971191406,249.88969410238764,243.01031756640108,247.08505353701145,10176496
2011-05-19,246.77723693847656,247.92596551109335,245.8365926560535,247.92596551109335,7455960
2011-05-20,247.0720672607422,248.2728012720427,245.5375220401445,246.65158070415745,8023672
2011-05-23,245.9623565673828,247.32782670335607,245.16475284816963,246.89868317956424,6778880
2011-05-24,246.6082000732422,248.28578585431063,245.61119029969944,245.61119029969944,7625464
2011-05-25,241.76622009277344,245.15172312478876,238.9876138118286,245.15172312478876,11075416
2011-05-26,242.45611572265625,244.30735475103688,240.8362735781824,243.97989426303175,8476176
2011-05-27,243.41226196289062,245.11505626182387,241.01088538747197,241.01088538747197,6264944
2011-05-30,242.80975341796875,245.0364845172653,241.09821824148165,245.0364845172653,6867352
2011-05-31,243.250732421875,246.07563333357288,242.4561077884115,243.89256348497838,20410608
2011-06-01,245.5123748779297,246.59953926278396,243.10662794178137,243.979855772032,8105864
2011-06-02,244.7700958251953,246.2502125196178,242.4953333925456,242.7573017037367,7117288
2011-06-03,245.91844177246094,248.24123655977647,245.45562671254729,245.46436751933547,6293384
2011-06-06,247.81333923339844,248.51629196243655,244.080289930469,246.42491538869712,3769264
2011-06-07,252.5855712890625,253.58541309271655,247.1278962483274,247.1278962483274,7978664
2011-06-08,250.7648162841797,252.55493322579397,250.37623418749044,252.27550460115438,5945968
2011-06-09,249.87416076660156,251.6206165469028,249.26727164675492,251.6206165469028,4221616
2011-06-10,249.9483642578125,251.55946526178218,248.97470248342418,250.48539081945646,7187264
2011-06-13,251.2800750732422,251.68174712547543,246.2240726192544,248.73897329552923,7733184
2011-06-14,250.8172607421875,251.79527175274401,250.1579693961066,251.29753610013447,7870104
2011-06-15,247.61248779296875,249.8959700019837,246.85276253855312,249.8959700019837,7335880
2011-06-16,244.52999877929688,247.03615844170926,244.07155415864682,247.03615844170926,7628960
2011-06-17,241.8535919189453,244.79638742454367,238.50477522753945,244.51258831582908,8525168
2011-06-20,236.6053924560547,242.73544604358707,231.62362465351728,241.73560468919104,12458152
2011-06-21,238.1422576904297,240.57420509715584,235.18639503991187,237.77987676208906,7542816
2011-06-22,240.57855224609375,242.90569506010047,239.44772687110193,240.3995363406245,5625000
2011-06-23,242.6787872314453,243.5520151782764,238.87150485564507,240.13768537855015,4158768
2011-06-24,249.7388153076172,251.28879486928534,243.7179130487765,243.7179130487765,11219288
2011-06-27,250.70803833007812,255.24445188196316,246.27203743417948,247.26750846573555,10724296
2011-06-28,250.2059783935547,251.21456081713586,248.32853852904154,250.6207616194355,4486792
2011-06-29,251.64239501953125,253.8472949845675,250.44170691975904,250.44170691975904,4800752
2011-06-30,254.14857482910156,254.89518884440605,251.6205846711737,252.01790757466674,11341840
2011-07-01,256.2181091308594,259.3442687078488,255.3405323062708,256.2923420164686,6402464
2011-07-04,256.6373291015625,259.9599657798565,256.29240831840065,259.0561663063809,4114592
2011-07-05,258.1654052734375,259.3398922942033,255.50643112718905,258.2134370618927,6423728
2011-07-06,257.92529296875,259.5625951061067,256.47574760123314,257.3402346021422,3440224
2011-07-07,261.5928649902344,261.9683572327425,256.9909584453204,258.05629216759235,5751472
2011-07-08,259.9205627441406,264.05528259421646,259.1084568210751,261.96827718029334,5669792
2011-07-11,255.08290100097656,259.8813042666346,252.23619149103305,257.94272171783854,9206520
2011-07-12,243.76585388183594,248.86986491783543,239.8581603888278,248.86986491783543,29652656
2011-07-13,242.5215606689453,245.1456144664635,241.10256549680568,241.53480899312675,13338168
2011-07-14,239.2949676513672,241.36014268909173,238.47849120257217,241.0326822928963,10891224
2011-07-15,238.50909423828125,241.2684814170034,237.51797211379375,239.6137189265625,6392624
2011-07-18,236.94158935546875,239.54818249899273,236.41330366609867,238.82776966544978,9408656
2011-07-19,240.1813201904297,241.18553221813008,237.2254353899741,237.60529803241562,8324424
2011-07-20,240.35153198242188,242.12855871658252,239.70098166938456,242.12855871658252,6222712
2011-07-21,241.71824645996094,243.15033182421575,238.98503860983604,239.71854158781193,5897088
2011-07-22,246.97068786621094,248.3460218479639,241.88413520353726,243.1328553999847,7749624
2011-07-25,245.1806182861328,246.69130715375277,243.72670203609476,246.07567708318842,7404256
2011-07-26,244.66094970703125,246.59951100423459,243.41222978905947,245.28966940895714,6848736
2011-07-27,244.2113037109375,247.63872366172265,243.7353987076945,244.59116642418326,8506440
2011-07-28,240.23374938964844,242.22469205658234,238.7841824678223,241.44752771019515,9481376
2011-07-29,242.3992919921875,242.97126045441888,237.98949168372897,239.351735554155,9757592
2011-08-01,245.8223114013672,246.58201515326215,242.76601478647555,242.76601478647555,6094952
2011-08-02,240.2205810546875,244.377153627872,239.70101481279858,244.377153627872,4932528
2011-08-03,238.61819458007812,239.23817341603532,236.51370742995678,238.827760687071,5646088
2011-08-04,236.5704803466797,241.0064814489101,236.12077659638317,239.26439640313976,6529888
2011-08-05,226.27081298828125,230.8465400526332,220.49004845690254,230.8465400526332,15758072
2011-08-08,215.73098754882812,218.3070102700143,212.2817367865619,218.3070102700143,16170240
2011-08-09,207.35235595703125,213.06325846549967,205.22603728065758,205.29589978343964,16849744
2011-08-10,213.68768310546875,216.24622469725372,210.54406155963792,213.7662651164953,13955960
2011-08-11,213.11996459960938,215.5999227820026,210.88012271974776,212.36898023727434,8206232
2011-08-12,207.4090576171875,217.2590712192302,204.54051715718248,217.2590712192302,14098080
2011-08-16,209.5135955810547,212.91481433304526,207.15588001169462,212.19440124240745,10146704
2011-08-17,213.84910583496094,215.2943020267924,209.22536915684228,209.22536915684228,8531328
2011-08-18,205.56658935546875,215.52138745851246,204.5972978546614,215.2506782807257,10674664
2011-08-19,194.26695251464844,198.5719691258181,189.63012644917345,198.5719691258181,28899200
2011-08-22,191.63856506347656,196.04836507489597,189.92703019479632,193.32387751756232,15708072
2011-08-23,198.8296356201172,201.07382720822338,191.58621397278495,192.21930424229393,17143440
2011-08-24,196.5548553466797,199.52820054741062,194.72981760170575,199.09595700981575,8606144
2011-08-25,190.66053771972656,197.7948254667247,188.74817748173865,196.49370333249536,26853752
2011-08-26,192.33277893066406,196.7294677825539,190.59504294754598,190.93124415295105,21021960
2011-08-29,200.5149383544922,201.9121028677951,194.90444960576008,195.5157090803301,11222528
2011-08-30,204.59292602539062,206.0817838547596,199.09596067324233,203.54942295145958,12142920
2011-09-02,202.5189971923828,208.26484066618434,198.68553548719115,208.26484066618434,14960904
2011-09-05,197.79489135742188,200.29231075394856,195.62054075200845,200.29231075394856,10902544
2011-09-06,201.06507873535156,202.5888570384928,194.05305498008215,196.81681254094434,10816696
2011-09-07,200.09579467773438,202.0911288750416,198.01750809713633,200.65902238633385,13157432
2011-09-08,204.19993591308594,205.5578093080488,200.75505675412242,200.8423795278302,11027872
2011-09-09,198.59820556640625,203.29617545923375,197.4368083125249,203.29617545923375,12392104
2011-09-12,191.97479248046875,193.62520608085762,190.42044248123406,192.80872942817155,8198264
2011-09-13,194.03562927246094,197.32332411856444,191.7390354009804,194.12732247497883,10365216
2011-09-14,205.35263061523438,206.68430316298955,196.38895474763294,196.5636003276664,17236880
2011-09-15,210.43911743164062,212.06332934646613,203.46203721526297,207.6535298274229,13703456
2011-09-16,209.1511688232422,214.63067381406378,207.26937978202486,214.63067381406378,11304104
2011-09-19,206.3131561279297,210.58762323284532,205.74120897835024,209.48734768529073,6558432
2011-09-20,212.76634216308594,213.0676015161758,207.40471021875493,207.56626590325817,9008904
2011-09-21,212.6876983642578,214.36866170368202,211.321105527613,213.0675609451966,7402480
2011-09-22,205.4355926513672,210.60509726289985,204.04277717448574,208.1775195745233,9037856
2011-09-23,204.2305145263672,208.6839761406098,202.67616483641234,203.28742427366132,10448432
2011-09-26,205.64512634277344,206.5183540554816,200.9384374988908,204.7718986300653,6544288
2011-09-27,213.42994689941406,215.56935483590004,207.58369151637496,207.58369151637496,10341024
2011-09-28,215.70907592773438,221.79983922940806,214.15909673626902,216.56047294839843,20061760
2011-09-29,222.76914978027344,224.41517137112214,215.7964173574661,216.73513723064477,23256344
2011-09-30,221.19300842285156,223.89564464332992,219.02302845631652,221.09257441795555,10730656
2011-10-03,216.202392578125,219.87868895522718,215.48635027742256,217.43365190568534,9885128
2011-10-04,212.93658447265625,216.71329444946264,210.76225592691878,214.13290221306272,7838480
2011-10-05,213.67453002929688,218.21968622099797,212.02850797267763,214.63508086900515,10771856
2011-10-07,219.06675720214844,224.8475236997078,217.22860755273734,223.5464221919132,18457728
2011-10-10,226.16163635253906,227.11781655744656,220.78691482394393,222.2364815415752,16946432
2011-10-11,218.7042694091797,226.60261046984115,217.4337187167262,226.4628854964643,22339248
2011-10-12,233.96824645996094,234.72357980933825,226.6025630971848,226.6025630971848,34633704
2011-10-13,235.4834442138672,238.3039755610857,234.4617714846153,237.43074736188788,18041536
2011-10-14,239.5919647216797,240.72279086995096,234.5752734508153,236.74088344586735,19600992
2011-10-17,239.83636474609375,241.43872482785835,237.53540116624708,241.10691534804056,14145496
2011-10-18,235.90692138671875,237.95463684178708,234.69749204432748,235.76282597114988,10518136
2011-10-19,238.19471740722656,238.827807573555,235.86757380620017,237.69261141324193,10135320
2011-10-20,241.25035095214844,242.0801098268477,235.9820134151115,236.37274416172434,5573680
2011-10-21,239.06399536132812,241.3776823390191,237.68984579546185,241.25036846001873,6858312
2011-10-24,242.98448181152344,243.64302392167812,240.6927466934181,241.46544039004976,6075592
2011-10-25,251.01002502441406,254.5485972557131,246.8216995121799,246.8216995121799,15677584
2011-10-28,251.005615234375,260.901329234979,249.8114712449386,256.48030613979125,24868784
2011-10-31,252.66519165039062,254.4388617682219,250.7729753118943,250.7729753118943,10291624
2011-11-01,249.0695037841797,252.3622155060837,247.43631019534521,249.3680344055289,7906192
2011-11-02,248.876220703125,250.58843015518502,247.38352528338038,247.6118284517553,5317856
2011-11-03,246.0401611328125,249.54359714855332,242.9757318243247,248.84115211787477,10779624
2011-11-04,248.13430786132812,250.3250539722562,245.11380286086836,249.80700934662198,7643688
2011-11-08,249.5524139404297,250.07045863319394,245.05237496397208,247.17726712986104,6107336
2011-11-09,248.95533752441406,251.76072345920085,248.05093513723688,249.80704795236775,6679648
2011-11-11,243.7221221923828,246.53190280532823,229.23419090688307,229.23419090688307,9441224
2011-11-14,246.62852478027344,248.7007253486327,245.68021943146562,246.7470495507949,4633040
2011-11-15,245.70640563964844,247.61178280148286,244.235661894285,245.86446000115967,5098024
2011-11-16,243.95042419433594,246.207024950182,242.19431132022623,245.41677415683262,6552648
2011-11-17,241.77284240722656,244.88994279054108,239.96403755368817,243.07237023469762,6366984
2011-11-18,240.65769958496094,242.73429437190623,238.83133800693497,239.80159460497285,4737896
2011-11-21,234.44989013671875,240.13530635002016,230.60399812512313,238.83138378656142,9365792
2011-11-22,239.18260192871094,242.77384460903707,228.29470081301338,228.29470081301338,14859512
2011-11-23,232.91758728027344,236.15762777028888,229.81806580478099,234.8800516133815,12792816
2011-11-24,234.1073760986328,235.6703206646427,227.11806052378708,231.8946784185251,13231776
2011-11-25,228.268310546875,233.12396656728058,227.50440579127078,233.12396656728058,8022528
2011-11-28,231.4688720703125,232.67619984334132,229.3878823052775,230.05521386732272,7290208
2011-11-29,228.11463928222656,230.75759740238513,226.64828950289973,230.2439258761037,10659368
2011-11-30,228.89617919921875,230.48984325495348,224.8702813622613,226.6263944537276,11640232
2011-12-01,233.15464782714844,236.27174715245755,230.9814588609118,234.79221396835362,8125208
2011-12-02,236.5615997314453,238.43186449316318,232.5005881381181,232.7727942467122,9451408
2011-12-05,237.17617797851562,238.63376006707847,234.89762608018003,236.19715374130845,7468184
2011-12-07,242.2513885498047,243.43237022942156,235.67475408156753,237.51427812196619,8070392
2011-12-08,239.13424682617188,242.16793573268768,236.73277562658149,241.20207377001196,7295584
2011-12-09,237.97967529296875,240.56994216182633,233.58060332396826,234.27865400632567,10570752
2011-12-12,240.609375,241.992313657513,236.88203033427774,238.82252187409568,11025800
2011-12-13,241.65870666503906,242.77383413737175,237.8391608738791,239.8235771470454,9648336
2011-12-14,240.609375,242.980126984308,239.27033915701122,241.46547988322232,9857632
2011-12-15,238.51083374023438,240.09133509424927,234.00200602498435,239.38449547909718,10053168
2011-12-16,239.22640991210938,244.87231552353373,236.36833271496633,236.6361441413598,13669288
2011-12-19,235.00302124023438,237.3869573797312,233.1942378035593,236.19718659481467,12064432
2011-12-20,234.33126831054688,236.91274518339642,232.7815075604698,236.19713789428428,10484608
2011-12-21,240.85084533691406,241.88695606796432,235.31909059530796,238.7435101972546,8422920
2011-12-22,238.9059600830078,241.2898743938994,232.6849225414241,232.6849225414241,12707136
2011-12-23,236.61424255371094,240.5874476657085,235.60447771861766,240.5874476657085,7045296
2011-12-26,243.73532104492188,244.71434546330383,236.28500310073576,236.28500310073576,4236568
2011-12-27,242.29087829589844,245.76799026998623,240.25818627232934,242.78259846249085,6178200
2011-12-28,244.2752227783203,246.2069463229368,241.60154606872337,243.1337497746833,6851248
2011-12-29,240.7718048095703,243.65181206341228,239.8015483984876,242.16790562546421,8837168
2011-12-30,243.0152587890625,243.66063878547965,240.7191499929342,240.93866408193014,5308816
2012-01-02,246.64166259765625,247.31776177776436,240.7630789436562,242.2733317524896,5826176
2012-01-03,251.5016632080078,253.4904520966868,247.6118696212543,247.9718812688762,8903008
2012-01-04,250.6323699951172,252.441174463432,249.46017775150008,249.8070056864223,7341424
2012-01-05,249.38113403320312,252.52897422337722,248.617229392999,249.29772297791942,7125272
2012-01-06,248.67869567871094,251.79142227717685,246.83040439665444,249.19236716677216,7087632
2012-01-09,249.0650634765625,251.67728096290264,247.3660159653005,250.026530835411,8265784
2012-01-10,251.44015502929688,252.47624408459785,250.26354698538594,252.00210236223697,11179176
2012-01-11,248.19140625,254.18851372411586,246.9972410883838,251.8265508146053,13795800
2012-01-12,227.26290893554688,241.46546878112775,226.36729584781546,241.46546878112775,48970600
2012-01-13,226.9072723388672,229.9629121136719,224.10188714857546,229.87510649621728,20898944
2012-01-16,231.82003784179688,232.15809811010746,226.45952099374713,226.64829453355327,13188736
2012-01-17,233.74302673339844,234.68693743804135,231.26691177697612,232.68496440034386,8740424
2012-01-18,229.35272216796875,232.15810802866113,226.9775753608506,232.15810802866113,9700424
2012-01-19,227.8292236328125,230.29656997478094,226.23995487267317,229.69948750885757,9652336
2012-01-20,227.3112030029297,229.1463319641456,226.21363270628868,227.94339920641096,11635712
2012-01-23,228.32107543945312,229.6557172627126,227.32886713560043,227.41667280077448,5160864
2012-01-24,230.1210174560547,231.7717677170241,227.85562773683566,229.87515738537022,5653208
2012-01-25,234.0722198486328,234.88002724373223,230.48974636067183,231.3678025372839,10545360
2012-01-27,239.27032470703125,240.14838094448825,235.86346221831414,237.25079536088018,12218872
2012-01-30,238.1552276611328,239.28791177578654,236.1971577168392,236.97861929213704,9588456
2012-01-31,241.1142120361328,241.87372200984103,237.60198753451397,238.1288212097568,8658896
2012-02-01,240.82452392578125,241.28989810397792,236.69326428694376,240.56110700645377,6269336
2012-02-02,242.08013916015625,244.36308570283452,239.7093869812211,240.59623248218452,11538256
2012-02-03,244.38497924804688,245.1532783833816,240.5917809472635,240.5917809472635,11637200
2012-02-06,243.8450164794922,246.54941265445433,241.6498757940224,246.30357404721832,7937680
2012-02-07,239.48983764648438,246.29477345495462,238.27372118852534,246.29477345495462,7221640
2012-02-08,243.14691162109375,244.27522235519385,240.70593265938635,241.28983142777594,6671496
2012-02-09,246.72509765625,247.7963437804949,239.87188353730133,241.37774192287142,10156840
2012-02-10,245.01275634765625,246.0313099600874,241.56638628486772,245.76789314000166,5177616
2012-02-13,244.83721923828125,245.8996759756301,242.08892006643453,243.6825837355356,5734008
2012-02-14,245.94801330566406,246.72508042416297,242.69480977723458,243.7484775476133,5477768
2012-02-15,251.48416137695312,252.44123435155055,247.1728955476921,247.1728955476921,7178328
2012-02-16,255.4221649169922,256.19046412479514,251.17238130231317,251.4753064168629,8256552
2012-02-17,258.8334045410156,261.48512991224504,254.649453989033,256.0631330109418,11457280
2012-02-21,257.994873046875,259.8958562193937,255.6241212142312,257.27047665356713,6049224
2012-02-22,259.2242126464844,262.89009828557005,255.09295280654894,255.09295280654894,10413120
2012-02-23,257.5471496582031,261.8891564689015,256.0588480860012,258.06082131725657,10474960
2012-02-24,258.8553466796875,261.13389809355743,256.6997145516191,257.4460622764998,8536440
2012-02-27,253.1743621826172,260.34368302400753,252.17775974534558,260.34368302400753,6910568
2012-02-28,252.2129364013672,255.51443736267942,250.68073212106208,253.40710179680164,7950200
2012-02-29,253.1831817626953,255.34760376533634,251.4929231032894,254.10953560107941,8868408
2012-03-01,250.82994079589844,252.44118265824207,246.29478864569356,250.38214495142253,9806632
2012-03-02,249.8685302734375,251.56318358110727,247.00607898734032,251.56318358110727,6077656
2012-03-05,246.72064208984375,251.46214580349897,245.5659852677924,250.95726346361903,5780456
2012-03-06,250.4611358642578,252.88018497667892,245.9523301505229,246.30355262965716,10349688
2012-03-07,253.2183074951172,254.19733182183748,248.93778247739192,249.543632828208,7908568
2012-03-09,250.7113800048828,254.89970360659134,250.0703947197975,254.10945306147963,6644808
2012-03-12,247.38357543945312,255.95341357331452,244.18745905570762,255.95341357331452,7294472
2012-03-13,251.10650634765625,251.98895708084228,249.54356208661264,249.71477875139962,7710424
2012-03-14,252.77920532226562,255.95336975492228,250.59283262927525,253.75822936251302,10602088
2012-03-15,253.0469970703125,255.0884776495304,252.0460216191406,254.19725921874658,6251360
2012-03-16,251.55877685546875,255.77784235994798,249.99583209640267,255.07539720413627,9031008
2012-03-19,249.14854431152344,254.63639771045567,246.8480404540765,254.1973694385411,6061528
2012-03-20,248.6085968017578,250.5271378636138,246.1192974377027,248.13882788403419,9225384
2012-03-21,251.76513671875,253.75832062450544,247.6997309625363,248.70510133644896,6250664
2012-03-22,248.3406982421875,252.40170913049838,247.1114192705907,252.35341174065798,5664640
2012-03-23,252.23924255371094,253.12169346996478,248.5250599179509,248.75336314297468,5497736
2012-03-26,248.55581665039062,251.91438239688094,247.7085007949999,251.91438239688094,4922664
2012-03-27,252.52015686035156,254.96555178630186,248.691844950093,251.12405617178592,7590752
2012-03-28,249.6402130126953,252.41485825621442,247.9631167854467,251.65095350817643,5919920
2012-03-29,245.15333557128906,249.22313537232225,243.02844346869327,247.65579619585273,14000208
2012-03-30,251.6772918701172,252.2655853278412,246.119190975962,246.7250412730212,7963600
2012-04-02,250.2635955810547,253.64850681354034,249.4557880942512,251.47531752972031,4851584
2012-04-03,250.9879913330078,252.67385509156168,249.5918904322337,251.67727408280805,5451584
2012-04-04,250.34266662597656,252.43681825981383,249.71923801256813,250.15826620879275,5254144
2012-04-09,247.8533477783203,251.0670424849415,246.94455091216705,249.14848085058324,6541568
2012-04-10,243.344482421875,250.03966082935642,240.32397772166067,249.54356765983178,7243056
2012-04-11,246.24208068847656,248.05088509794092,240.86838084559713,243.12937563896776,8179640
2012-04-12,241.52255249023438,248.65238694058374,240.4513280698613,247.8533471165861,11805608
2012-04-13,210.95745849609375,221.50729825878858,209.77647684807386,221.09461601112508,75255568
2012-04-16,207.62078857421875,213.06473715884744,204.85491147073805,210.7334935985298,33491480
2012-04-17,209.0388641357422,210.64571149119195,205.12274580468684,210.64571149119195,23687088
2012-04-18,208.20912170410156,210.9574424951609,206.78228006880727,210.73353382808384,19165328
2012-04-19,211.2076416015625,212.04618960690777,207.92371980441953,208.96859816616862,17113512
2012-04-20,211.38328552246094,213.22720393071958,207.4408209290964,210.27255277035073,11507520
2012-04-23,202.91001892089844,209.85545273038375,202.39197428599772,209.85545273038375,18136696
2012-04-24,206.3037109375,207.64274672154983,193.02311012848122,202.88805925570603,53037912
2012-04-25,206.3388671875,207.66034640656306,202.2383479327342,206.3169157766748,24638504
